name, id, father_name, mother_name, grand_father_name
ウェルドーン, 2018100897, ヘニーヒューズ, ツルマルオジョウ, ダンスインザダーク
ラーゴム, 2018105060, オルフェーヴル, シュガーショック, Candy Ride
ツキフクオー, 1992106715, イナリワン, オトギバナシ, ディクタス
シンコウリーダー, 1993100815, カコイーシーズ, ノビアボニータ, パーソロン
メイショウオーパス, 2015103616, メイショウボーラー, マンハッタンミート, マンハッタンカフェ
メイショウウズマサ, 2016102177, ロードカナロア, ホーマンフリップ, フジキセキ
サンダーブリッツ, 2017103617, キンシャサノキセキ, スイートフラッグ, Kingmambo
サトノルークス, 2016104659, ディープインパクト, リッスン, Sadler's Wells
マグニフィカ, 2007102895, ゼンノロブロイ, フサイチエレガンス, Rahy
トミケンライデン, 1994107978, ワカオライデン, アイモール, マルゼンスキー
ウインマイティー, 2017101415, ゴールドシップ, アオバコリン, カコイーシーズ
ハヤブサナンデクン, 2016105713, ゴールドアリュール, ホワイトクルーザー, クロフネ
ダンディテシオ, 1989101408, キクカリュウセイ, キクカエイカン, ベストブラッド
ラセット, 2015106423, モンテロッソ, ナンヨーサフラウア, アグネスタキオン
ジャスパープリンス, 2015110073, Violence, Ambitious Journey, Bernardini
ダンツキャッスル, 2016101093, ルーラーシップ, ダンツクインビー, スペシャルウィーク
デュープロセス, 2016110013, ダイワメジャー, ローズロー, New Approach
リアアメリア, 2017105613, ディープインパクト, リアアントニア, Rockport Harbor
マカオンドール, 2018105293, ゴールドシップ, ミリオンウィッシーズ, Darshaan
ヴァニラアイス, 2016102605, キンシャサノキセキ, アジタート, タイキシャトル
ジュビリーヘッド, 2017105661, ロードカナロア, ローズノーブル, ディープインパクト
ハーツイストワール, 2016104887, ハーツクライ, レツィーナ, キャプテンスティーヴ
オパールシャルム, 2017100381, ダイワメジャー, ジルコニア, タイキシャトル
ウインマーベル, 2019100213, アイルハヴアナザー, コスモマーベラス, フジキセキ
ソウルラッシュ, 2018100382, ルーラーシップ, エターナルブーケ, マンハッタンカフェ
スーパーフェザー, 2015104724, ディープインパクト, オーサムフェザー, Awesome of Course
イエローパワー, 1997102619, アジュディケーティング, サクラシラユキ, リィフォー
モズナガレボシ, 2017106161, グランプリボス, モズフリムカナイデ, クロフネ
トミケンブライト, 1997100292, ワカオライデン, ブライトベール, ホワイトフォンテン
スズカフロンティア, 2014103358, ディープインパクト, スズカフォイル, フレンチデピュティ
ホクトオーロラ, 1995101092, メンデス, ホクトカムリ, バーバー
アイラブテーラー, 2016102044, トーセンラー, タケショウレジーナ, ダンスインザダーク
ユートジョージ, 1987104035, ミルジョージ, コマノマツカゼ, フロリバンダ
マイネルヴァッサー, 2013101904, ステイゴールド, コスモスプラッシュ, メジロブライト
ヒルノダカール, 2016100550, ヴィクトワールピサ, タイムフェアレディ, メジロマックイーン
サクラデインヒル, 1997102280, デインヒル, サクラハツユキ, パーソロン
マーブルシーク, 1996104134, コマンダーインチーフ, シマガミモンロー, マルゼンスキー
ベルモントサンダー, 2001102299, アフリート, ミスダンジグ, Danzig
カレンシュトラウス, 2017102897, ルーラーシップ, アグネスワルツ, ゼンノロブロイ
ノンライセンス, 2016103990, パイロ, サマーリガード, アドマイヤマックス
トゥルボー, 2016100614, オルフェーヴル, フェアエレン, Street Cry
グロリアムンディ, 2018105251, キングカメハメハ, ベットーレ, Blu Air Force
イグナイター, 2018100916, エスポワールシチー, ビアンコ, ウォーニング
アスタースウィング, 2014110107, Haynesfield, Swinging, Wild Again
タマルファイター, 1995108331, キンググローリアス, イズミケリー, インターメゾ
サトノエルドール, 2016104319, ディープインパクト, ミゼリコルデ, ファスリエフ
ガンケン, 2016102749, ヘニーヒューズ, ダイヤモンドムーン, マンハッタンカフェ
レディバグ, 2018103774, ホッコータルマエ, フェバリットガール, ダンスインザダーク
スマートリアン, 2017106387, キズナ, スマートオーシャン, Mr. Greeley
ヒュミドール, 2016102201, オルフェーヴル, アヴェクトワ, チチカステナンゴ
ロザムール, 2016105802, ローズキングダム, グレートテン, Caerleon
カルリーノ, 2016101865, マツリダゴッホ, アイリスモレア, ショウナンカンプ
トニービーバー, 1997103066, トニービン, ピーチブルーム, ディクタス
ソーヴァリアント, 2018104662, オルフェーヴル, ソーマジック, シンボリクリスエス
プリンスオブペスカ, 2014105081, ハーツクライ, プリンセスペスカ, チーフベアハート
シフルマン, 2016105272, ハービンジャー, ラブリネスオブパリ, サンデーサイレンス
コスモカレンドゥラ, 2016100763, ノヴェリスト, ミルルーテウス, アグネスタキオン
ヴァンケドミンゴ, 2016100272, ルーラーシップ, アンフィルージュ, アグネスタキオン
イズジョーノキセキ, 2017102294, エピファネイア, キングダンサー, キングカメハメハ
イルーシヴパンサー, 2018105402, ハーツクライ, イルーシヴキャット, キングカメハメハ
レイハリア, 2018104029, ロードカナロア, ライトリーチューン, マンハッタンカフェ
サンライズオネスト, 2017106720, ダイワメジャー, サイモンドルチェ, ジャングルポケット
グルーヴィット, 2016104787, ロードカナロア, スペシャルグルーヴ, スペシャルウィーク
マルゴウィナー, 1993108306, サクラチヨノオー, マルゴソロン, パーソロン
サンライフ, 1990103086, サンキリコ, ティーヴイミニカム, Dickens Hill
ヒットパーク, 1994102042, パークリージェント, ヒダシスコ, ノーアテンション
クラヴェル, 2017105438, エピファネイア, ディアデラマドレ, キングカメハメハ
ブラッククロス, 1991106400, タマモクロス, ターゴワダンサー, ターゴワイス
ヒノデラスタ, 1997102621, モガミ, ダイエイハーネス, キャタオラ
ダイイチシンゴ, 1987107286, ノーザリー, フェアリーマインド, ロイヤルスキー
シゲルタイタン, 2017100531, マジェスティックウォリアー, メリーウェザー, メジロベイリー
ノースブリッジ, 2018102348, モーリス, アメージングムーン, アドマイヤムーン
モガミサルノ, 1987105985, サルノキング, マルゼンシル, セダン
オーマイガイ, 2013106472, パイロ, リスティアアスリー, スピニングワールド
デュードヴァン, 2017100378, デクラレーションオブウォー, ジェラスキャット, Tapit
キングオブザロード, 1992103137, ブラックスキー, バンブーダンサー, ファイブダンサー
アッシェンプッテル, 2016106255, バトルプラン, ミミオブパラダイス, ダンスインザダーク
アイオライト, 2017106279, ローレルゲレイロ, ステラアクトレス, オペラハウス
ジェネスアリダー, 1999101015, ヒシアリダー, ホクトプロスパー, Dixieland Band
ヤマニンペダラーダ, 2014100555, ディープインパクト, ヤマニンエマイユ, ホワイトマズル
ジャングロ, 2019110105, More Than Ready, Goodbye Stranger, Broad Brush
サンシロウ, 2014103367, ネオユニヴァース, テンイムホウ, ラムタラ
パトリック, 2016102133, ワークフォース, シャムローグ, ディープインパクト
サダムスキャット, 2017101540, ヘニーヒューズ, レディーソルジャー, マヤノトップガン
ダディーズビビッド, 2018105610, キズナ, ケイティーズギフト, フレンチデピュティ
バーニングペスカ, 2015103374, パイロ, メイショウガンツ, ダイワメジャー
タータンフィールズ, 2002104719, ブライアンズタイム, シマノシンシア, ベリファ
ロードアクア, 2016101149, ロードカナロア, オーシュペール, ダイワメジャー
サラファン, 1997190009, Lear Fan, Saraa Ree, Caro
ワンダフルタウン, 2018105074, ルーラーシップ, シーオブラブ, ディープインパクト
